gene,mean_exprs,bs,bs_conf
Aggf1,1.254545455,2.33022231,[2.33022231 1.75923371 3.11060813]
Agmo,0.102678571,4.183402498,[ 4.1834025   1.82868317 11.79833039]
Agpat2,1.051886792,1.907081492,[1.90708149 0.9432985  3.80602567]
Agpat3,1.050251256,1.735841422,[1.73584142 1.25455583 2.38621758]
Agpat4,1.359375,3.292163211,[3.29216321 2.45930882 4.51675192]
Agpat5,1.69035533,3.198067855,[3.10212582 1.85437898 5.077809  ]
Agpat6,3.990740741,3.726967214,[3.72696721 3.01396405 4.62585405]
Agps,1.618556701,2.379058639,[2.37905864 1.58386616 4.17921875]
Agrn,0.561643836,1.458755532,[1.45875553 0.98494567 2.15877854]
Agtpbp1,0.370967742,7.82481344,[7.82481344        NA        NA]
Agtr1a,1.004504505,3.082755858,[3.08275586 2.26311097 4.22722856]
Agtrap,1.982142857,4.256314057,[4.25631406 2.65173281 6.72300318]
Ahctf1,1.269430052,5.317290721,[ 5.31729072  2.76502828 10.52286518]
Ahcyl1,7.008695652,30.03193117,[30.03193117 20.6619377  44.29683869]
Ahdc1,0.197530864,1.681307156,[1.68130716        NA        NA]
Ahi1,0.310526316,1.806154853,[1.80615485 0.98251191 3.23806406]
Ahnak,33.15625,17.2603271,[17.2603271  14.85481559 20.03652831]
Ahr,0.305825243,9.566762155,[9.56676215        NA        NA]
Ahrr,0.422535211,2.241055233,[2.24105523 1.34757936 4.19869888]
Ahsa2,1.845238095,13.31225512,[13.31225512  7.84600082 26.66068748]
Aifm2,1.247619048,3.557299964,[3.55729996 2.03939562 5.83400698]
Aig1,0.753363229,2.124477089,[2.1882114  1.54854821 3.0539934 ]
Aim1,0.067264574,3.196307574,[2.81275066        NA        NA]
Aimp1,2.25,3.006179395,[3.0061794  1.42044014 5.45238498]
Aimp2,3.97,5.053843307,[5.05384331 4.05622194 6.36519098]
Aip,2.326923077,5.399978718,[5.39997872 3.88429269 7.49098457]
Airn,0.046511628,2.613571154,[2.53516402        NA        NA]
Ak2,7.560538117,7.248160658,[7.24816066 6.08148564 8.70314359]
Ak3,0.729357798,1.445058908,[1.44505891 1.01520247 2.09370468]
Akap10,0.387559809,1.276257051,[1.27625705 0.80032872 2.02850023]
Akap11,1.272727273,1.94531283,[1.94531283 1.4554901  2.57965827]
Akap12,6.067264574,6.098193082,[5.91524729 4.98690058 7.26331511]
Akap13,1.739910314,1.033157113,[1.06415183 0.79024556 1.38335744]
Akap17b,0.948717949,8.182902792,NA
Akap2,7.269406393,10.78956073,[10.78956073  7.98297399 14.14852764]
Akap8,2.514563107,5.129128513,[5.12912851 4.00041444 6.60121293]
Akap9,3.142180095,5.881736865,[6.58754529 4.7081348  9.09453175]
Akirin1,2.843137255,9.055697221,[ 9.05569722  6.36861367 12.64753273]
Akirin2,0.902702703,1.907197796,[1.9071978  0.91131363 4.0505302 ]
Akr1b8,3.301507538,5.161853159,[5.16185316 4.16247479 6.55935638]
Akr1c14,0.133928571,1.058722753,[1.05872275        NA        NA]
Akr1c18,0.245283019,47.77308587,[ 44.90670072  15.12646754 128.6866985 ]
Akr1e1,0.944186047,1.267501663,[1.26750166 0.87981891 1.76859149]
Akr7a5,1.456730769,2.000191147,[2.00019115 1.45942612 2.64614301]
Akt1,6.497652582,6.778020285,[6.57467968 5.52206757 8.09509031]
Akt1s1,3.347031963,3.652940081,[3.76252828 2.20106777 5.95129648]
Akt3,0.201005025,2.586164128,[2.04306966 1.09524639 3.89950439]
Alas1,4.599099099,4.966085718,[5.41303343 3.67735744 7.4735733 ]
Alcam,1.03286385,1.889669799,[1.8329797  1.3479623  2.46941725]
Aldh16a1,0.873737374,2.760118935,[2.5945118  1.85526718 3.69231686]
Aldh18a1,6.834080717,7.191622182,[ 7.19162218  4.81564974 10.0717929 ]
Aldh1a3,0.162162162,3.242150715,[3.24215071 1.59500506 6.85085647]
Aldh1b1,0.058295964,13.56810104,[12.75401498         NA         NA]
Aldh1l2,0.662037037,2.651370386,[2.65137039 1.53859836 4.60814226]
Aldh2,2.962962963,3.645446522,[3.42671973 2.75463272 4.3154224 ]
Aldh3a1,0.081081081,7.564932894,[ 6.43019296  2.29992665 21.3209437 ]
Aldh3a2,0.669683258,1.644928269,[1.59558042 1.1047958  2.27553734]
Aldh3b1,0.49537037,1.823697209,[1.82369721 1.224193   2.756454  ]
Aldh6a1,0.590697674,1.148024319,[1.07914286        NA        NA]
Aldh7a1,5.495535714,4.39006002,[4.39006002 3.62543568 5.32381766]
Aldoa,30.79017857,20.97579988,[20.97579988 18.12436728 24.57060962]
Alg1,0.786046512,2.261145981,[2.26114598        NA        NA]
Alg13,0.866666667,3.156776307,NA
Alg2,0.759562842,2.161791916,[2.16179192 1.49291913 3.16497763]
Alg3,1.485294118,3.453517625,[3.55712315 2.1032629  5.82537201]
Alg5,3.486111111,3.560553433,[3.34692023 2.76655576 4.41272438]
Alg8,1.183098592,2.072071252,[2.07207125 1.20448067 3.74761782]
Alkbh2,0.869158879,2.143680368,[2.14368037 1.40646539 3.70992544]
Alkbh3,1.426605505,2.387381555,[2.38738156 1.39962694 4.19805873]
Alkbh5,0.841269841,1.123779259,[1.12377926 0.70782166 2.74963298]
Alkbh6,1.641255605,3.579115146,[3.57911515 1.98372316 6.08982129]
Alms1,0.123287671,3.021074775,[3.02107478 1.29696902 7.89687044]
Alox5,0.285714286,25.71940381,[25.71940381 11.61866398 66.44665751]
Alpk1,0.246376812,2.8574209,[2.94314353 1.67255326 5.43026352]
Alpl,0.040358744,1.885614392,[1.94218282        NA        NA]
Amdhd2,3.471962617,9.864492211,[ 9.86449221  7.28750562 13.18972753]
Amfr,2.725225225,2.578735359,[2.5013733  2.02931279 3.18025905]
Ammecr1l,0.779005525,1.2809486,[1.2809486  0.85629343 1.8913978 ]
Amot,2.174528302,4.629444125,NA
Amotl1,4.367647059,6.55565001,[6.55565001 5.14862529 8.70689888]
Ampd2,1.812206573,2.271860408,[2.27186041 1.39633253 3.94506849]
Ampd3,3.436363636,3.716211418,[3.71621142 2.8446398  4.59561568]
Amz1,0.04954955,1.199557266,[1.19955727        NA        NA]
Amz2,1.014851485,1.506370464,[1.50637046 1.07709114 2.09163053]
Anapc1,1.855140187,3.533152549,[3.53315255 2.09349286 5.90611402]
Anapc16,4.758928571,2.683055002,[2.683055   2.18275556 3.29925342]
Anapc2,3.443877551,11.01236167,[11.01236167  6.69265039 18.3313335 ]
Anapc4,2.023809524,3.335666705,[3.3356667  1.95062091 5.7618415 ]
Anapc5,3.831818182,4.956373147,[4.95637315 3.18153236 7.22773309]
Anapc7,1.685185185,13.72804073,[13.72804073  8.80361218 22.00505828]
Angel1,0.09009009,2.647328436,[3.20326741 1.04373598 6.98323806]
Angpt1,0.275229358,4.661613077,[4.66161308 2.44102585 8.87692018]
Angpt2,0.260273973,10.47181268,[10.47181268  5.07641828 22.34086334]
Angptl2,25.91928251,22.34059774,[22.34059774 19.20836186 26.1867119 ]
Angptl6,0.158653846,2.264335589,[2.26433559        NA        NA]
Angptl7,7.762626263,245.5058915,[245.50589149 159.63880385 394.10229702]
Ank,0.722488038,1.56133053,[1.56133053 1.09358267 2.20037404]
Ank2,0.33490566,1.134088446,[1.10006579 0.67744821 1.80279059]
Ank3,0.673170732,1.24604802,[1.24604802 0.64655291 3.60373631]
Ankhd1,3.107142857,9.120030625,[ 9.12003063  7.03466139 12.06575834]
Ankib1,0.966850829,2.769281445,[2.76928145 1.95093075 3.90944938]
Ankra2,1.046728972,1.539236802,[1.5392368  0.66491441 4.69097785]
Ankrd10,0.418478261,4.02918146,[4.02918146 1.95948904 9.2089554 ]
Ankrd11,4.240196078,11.65581366,[11.65581366  8.68199344 15.46954992]
Ankrd12,1.952830189,2.827459532,[2.82745953 2.19341906 3.66593592]
Ankrd13a,1.386934673,1.769543873,[1.66337124 1.21504358 2.21374299]
Ankrd13b,0.291262136,3.810604073,[3.81060407        NA        NA]
Ankrd17,6.068807339,4.861481086,[4.86148109 4.01666414 5.89927648]
Ankrd2,0.022321429,2.819871518,[2.81987152        NA        NA]
Ankrd24,0.384615385,5.321652393,[ 5.32165239  3.05201852 10.02960091]
Ankrd26,0.321100917,4.433814615,[4.43381462        NA        NA]
Ankrd27,2.258215962,6.000406233,[6.00040623 3.70916908 9.60816031]
Ankrd28,0.428571429,4.259395423,[4.25939542        NA        NA]
Ankrd29,0.104545455,6.310591753,[ 6.31059175  2.44060307 19.15693213]
Ankrd32,0.228571429,41.90058375,[41.90058375         NA         NA]
Ankrd39,0.325688073,2.451824288,[2.45182429 1.16867637 7.14851074]
Ankrd40,0.979057592,2.584125464,[2.58412546 1.28784763 5.08948452]
Ankrd42,0.31840796,3.857747271,[3.85774727 2.08694393 7.39517103]
Ankrd50,0.93627451,1.087878853,[1.12051522 0.78182659 1.58131775]
Ankrd52,0.431818182,5.302491319,[ 5.30249132  2.48590703 11.22916034]
Ankrd54,0.801886792,2.501589848,[2.50158985 1.75203741 3.51601515]
Ankrd55,0.219178082,1.177622443,[1.17762244 0.65632735 2.09304818]
Ankrd9,0.16744186,1.32215937,[1.28249459 0.68171976 2.5484066 ]
Anks1,0.172093023,5.267446694,[6.0575637       NA       NA]
Anks3,1.068062827,3.602251711,[3.60225171 2.29532485 5.69751883]
Anks6,0.310810811,1.520173424,[1.47456822 0.90245057 2.4185095 ]
Anln,1.582568807,8.820703782,[ 8.82070378  6.53621976 12.26830327]
Ano10,1.560747664,2.810632169,[2.81063217 1.73344998 4.50847848]
Ano6,3.159624413,6.229059733,[6.22905973 4.19243367 8.88775186]
Anp32a,3.341463415,5.703949636,[5.70394964 4.20551438 7.86343982]
Anp32b,2.186602871,1.412954561,[1.41295456 1.05774764 1.81759174]
Anp32e,2.132352941,12.28030008,[12.28030008  8.10753664 19.16093523]
Anpep,0.127853881,2.485390302,[2.4853903 1.0162119 7.3243932]
Antxr1,4.301886792,7.214720438,[7.21472044 5.84956223 9.00504261]
Antxr2,1.047619048,1.476754005,[1.476754   1.07141815 2.00855521]
Anxa1,53.11160714,28.41101329,[28.41101329 23.87273735 32.95449528]
Anxa11,0.781395349,2.076216053,[2.07621605 1.47710948 2.94368188]
Anxa2,33.0941704,23.68963759,[23.68963759 20.41400642 27.69694522]
Anxa3,28.62946429,27.89042256,[27.89042256 22.31832642 35.72311184]
Anxa4,4.410958904,3.614438859,[3.61443886 2.94756785 4.43656408]
Anxa5,19.49553571,11.98957012,[11.98957012 10.27021448 14.08769839]
Anxa6,17.91479821,19.57633457,[19.57633457 16.13763423 23.1050147 ]
Anxa7,2.910313901,2.687391049,[2.68739105 2.11925432 3.3361943 ]
Anxa8,13.00896861,17.54257876,[17.54257876 14.79157171 21.00001442]
Anxa9,0.026785714,1.495526395,[1.4955264       NA       NA]
Aoc3,0.221719457,5.033484406,[5.03348441        NA        NA]
Ap1s1,9.756756757,9.123299168,[ 9.12329917  6.67742372 11.9716096 ]
Ap1s2,0.865497076,4.742847335,NA
Ap2a1,1.661904762,3.10524686,[2.1736728  1.64702683 2.85048477]
Ap2b1,4.193693694,2.987912275,[2.89827491 2.33424565 3.54131544]
Ap2m1,5.585714286,11.64017532,[11.64017532  8.78441733 15.28915771]
Ap2s1,6.417040359,2.943727668,[2.94372767 2.41289673 3.57284667]
Ap3b1,1,1.682772227,[1.68277223 1.20543742 2.34701437]
Ap3b2,0.03125,4.868365576,[4.86836558        NA        NA]
Ap3d1,4.845454545,8.263115361,[ 8.26311536  5.92783015 11.38587928]
Ap3s2,2.260089686,2.810548723,[2.55759934 2.0088696  3.2593263 ]
Ap4b1,0.552036199,2.397306557,[2.39730656 1.09879095 5.93844499]
Ap4s1,0.502347418,1.574174474,[1.57417447 0.97881214 2.61094757]
Apaf1,1.387850467,2.864855968,[2.86485597 1.69627167 4.68223166]
Apba3,0.975845411,1.335897955,[1.33589795 0.89126991 3.13617558]
Apbb1,0.417061611,1.262603771,[1.26260377        NA        NA]
Apc,0.995215311,1.436890612,[1.35067718 0.81394038 3.02395589]
Apcdd1,0.0456621,1.061750155,[0.96619264 0.26909534 3.38244398]
Apex2,1.148148148,4.130571025,NA
Aph1b,0.47029703,1.277120379,[1.20049316 0.77207688 1.88624467]
Api5,2.058536585,11.82899697,[11.82899697  5.58069076 29.08012511]
Apip,1.502262443,4.19378846,[4.19378846 2.45948592 6.94429463]
Apitd1,1.359090909,7.279060331,[ 7.27906033  4.46554695 12.48330767]
Aplf,0.268181818,1.709603169,[1.70960317        NA        NA]
Apln,0.072072072,3.654947628,NA
Aplp1,0.868181818,1.10072215,[1.10072215 0.78175358 1.52995757]
Aplp2,5.688372093,4.475311574,[4.34105223 3.63030051 5.38130052]
Apoa1bp,5.929245283,10.34395629,[10.34395629  7.22474067 14.60399287]
Apobec3,0.669683258,1.29547237,[1.29547237        NA        NA]
Apobr,0.055045872,1.691263757,[1.69126376 0.58337916 5.62035579]
Apod,0.236966825,2.9833775,[2.9833775       NA       NA]
Apol6,0.079069767,1.190329094,[1.19032909        NA        NA]
Apon,0.040178571,2.779186109,[2.77918611        NA        NA]
App,14.04910714,8.13129252,[8.13129252 6.93474594 9.5775621 ]
Appbp2,1.367088608,3.805387315,[3.80538731 2.57340431 5.8497638 ]
Appl1,1.180094787,1.245337107,[1.24533711 0.7698873  2.78853465]
Appl2,0.946078431,3.263774979,[3.26377498 1.78234889 6.44286342]
Aprt,11.13839286,4.751558697,[4.60901194 3.85337269 5.44195964]
Aptx,1,2.384808486,[2.38480849 1.76118648 3.28364582]
Aqp1,2.072072072,10.39967563,[10.39967563  7.93636411 13.98325394]
Aqr,0.710900474,2.049950517,[2.04995052 0.83412105 6.41175752]
Araf,4.771028037,12.82154892,NA
Arap1,0.63963964,2.995465736,[2.99546574        NA        NA]
Arc,0.1875,1.194080902,[1.1940809       NA       NA]
Arcn1,3.194444444,3.243519168,[3.24351917 2.41048954 5.30135665]
Arf2,2.058823529,1.084981292,[1.08498129 0.80611698 1.43331696]
Arf3,1.907407407,1.727065299,[1.7270653  1.33525112 2.24677798]
Arf4,11.08482143,3.267317538,[3.26731754 2.73618606 3.90114624]
Arf6,3.27184466,3.55091101,[3.55091101 2.3004989  5.55957009]
Arfgap1,1.872641509,5.151062208,[5.15106221 3.31860256 7.79071789]
Arfgap2,0.926701571,1.544775232,[1.54477523 0.78507777 3.47934467]
Arfgap3,1.939655172,23.17193747,[23.17193747 14.93380555 36.80893635]
Arfgef1,0.937823834,9.631948829,[ 9.63194883  5.30939858 21.35530193]
Arfgef2,1.538834951,3.467976442,[3.46797644 2.63279911 4.63410906]
Arfip1,2.055555556,2.291675244,[2.29167524 1.45573009 3.93066966]
Arfip2,1.309178744,7.679389907,[ 7.67938991  4.58179607 14.09591644]
Arfrp1,0.866242038,11.08887672,[11.08887672  5.48832962 32.21691747]
Arhgap1,4.946428571,6.017725902,[6.0177259  3.92859898 8.32544445]
Arhgap10,1.463054187,2.230610468,[2.23061047 1.08231333 4.57441047]
Arhgap11a,0.652968037,4.57575603,[4.57575603 2.66387054 7.98226544]
Arhgap12,1.685,11.01330418,[11.01330418  6.87436394 18.53900833]
Arhgap18,0.152466368,2.179696715,[2.17969672 1.06108615 5.4159881 ]
Arhgap19,0.107623318,1.130005555,[1.13000555        NA        NA]
Arhgap20,0.485981308,1.866523918,[1.86652392 1.24472676 2.84021184]
Arhgap21,2.223255814,2.911826864,[2.91182686 2.28199049 3.65825975]
Arhgap23,1.246445498,1.528997732,[1.52899773 1.12712482 2.05998361]
Arhgap24,1.097222222,1.073178799,[1.0731788  0.76687031 1.48821943]
Arhgap28,0.816513761,2.110641006,[2.11064101 1.51271634 3.63087385]
Arhgap29,1.816037736,2.979037693,[2.97903769 2.31389248 3.86858883]
Arhgap31,0.815789474,46.46607345,[46.46607345         NA         NA]
Arhgap32,0.125,1.188463364,[1.18846336        NA        NA]
Arhgap33,0.050458716,2.498191972,[3.5474326       NA       NA]
Arhgap42,1.887850467,3.106161672,[3.01297682 2.35310473 3.93174308]
Arhgap5,0.915254237,1.201989353,[1.16592967 0.78656658 1.70902625]
Arhgap8,0.193693694,3.037937724,[3.03793772 1.31322533 8.30587563]
Arhgdib,2.540540541,5.198330837,[5.19833084 4.13420362 6.60757837]
Arhgdig,1.0657277,4.981111315,[4.98111132 3.10957497 8.41141079]
Arhgef1,1.221198157,1.440541904,[1.4405419  1.05202131 1.95228952]
Arhgef10l,0.64953271,3.635054137,[3.63505414 1.8239534  8.3485439 ]
Arhgef12,1.620879121,2.88373433,[2.7972223  2.12006773 3.73407193]
Arhgef17,2.306603774,6.297764689,[6.29776469 4.42254344 8.80157546]
Arhgef19,0.299539171,1.092139505,[0.92831858 0.56208165 1.55075737]
Arhgef25,3.285714286,5.653127661,[5.65312766 4.56370272 7.12421062]
Arhgef4,0.067567568,1.869952361,[1.86995236        NA        NA]
Arhgef40,1.201298701,6.175290982,[6.17529098 3.89133987 9.4510168 ]
Arhgef5,0.294930876,3.99414535,[ 3.99414535  1.86084489 11.83647928]
Arhgef6,0.145454545,2.537888812,NA
Arhgef9,0.53960396,1.948169259,NA
Arid1a,0.5,3.565935467,[3.56593547 1.85636484 6.933706  ]
Arid1b,0.324675325,4.22898453,[ 4.22898453  1.90144877 12.23250969]
Arid2,0.797927461,5.183228698,[5.1832287  3.08042725 8.60593354]
Arid4a,1.076530612,4.043026784,[4.04302678 2.35420783 6.40670254]
Arid4b,1.226130653,4.811714013,[4.81171401 2.97908657 7.25313165]
Arid5a,0.059633028,1.580712681,[1.58071268        NA        NA]
Arid5b,2.297169811,5.347079134,[5.34707913 3.30916131 8.42092517]
Arih1,1.414141414,2.953958338,[2.95395834 1.9273379  4.8055018 ]
Arih2,1.260663507,1.666090647,[1.61610793 1.19321735 2.17632497]
Arl13b,0.672985782,1.841163325,[1.89639822 1.3057402  2.70820406]
Arl2,3.761261261,2.924232204,[2.9242322  2.37078369 3.61776528]
Arl2bp,1.80733945,2.100618194,[2.35269238 1.38105098 4.61201079]
Arl4a,0.585253456,3.965815141,[3.13299396 2.34437531 3.21424854]
Arl4c,2.476923077,5.072766032,[5.07276603 3.97368352 6.56527164]
Arl4d,0.298076923,2.348030743,[2.34803074 1.42225014 4.05132801]
Arl5a,4.848214286,4.158382559,[4.03363108 3.38193326 4.90499838]
Arl6,0.704545455,1.168291945,[1.13324319 0.76238936 1.62782139]
Arl6ip1,3.254545455,4.81475079,[4.67030827 3.83725962 5.90913109]
Arl6ip4,5.927631579,30.50830736,[30.50830736 22.58557141 41.61703725]
Arl6ip5,13.49099099,7.949489124,[7.94948912 6.73161833 9.37118524]
Arl8b,3.594339623,4.505454103,[4.5054541  2.69616897 6.87876899]
Armc1,2.28440367,4.953540401,[4.9535404  3.24553598 7.5177899 ]
Armc5,2.107438017,45.86409555,[ 45.86409555  19.56926438 166.68915346]
Armc8,0.263565891,3.94638781,[ 3.94638781  1.48462022 14.18596056]
Armcx1,1.184684685,1.898441381,NA
Armcx2,4.505154639,18.09630172,NA
Armcx4,0.267942584,1.694403446,NA
Arnt2,0.537383178,1.964377586,[1.96437759 1.3414623  2.95156369]
Arntl,0.341232227,3.221537709,[0.51544603        NA        NA]
Arpc1a,3.683937824,10.09353231,[10.09353231  6.84967353 14.75886622]
Arpc1b,24.78125,34.22476313,[34.22476313 27.55929969 42.22814359]
Arpc2,12.84090909,38.01684729,[38.01684729 23.62782482 69.96998563]
Arpc3,5.098214286,1.918326348,[1.97587614 1.60745732 2.46723382]
Arpc4,16.89545455,12.35150138,[14.20422658 10.60888698 18.55755318]
Arpc5,17.00892857,10.91921766,[10.91921766  9.33665439 12.85628733]
Arpc5l,2.693396226,1.278261216,[1.27826122 0.96511307 1.67049667]
Arpp19,16.56284153,47.47137128,[47.47137128 38.26020678 59.17389053]
Arrb1,0.33640553,1.851927461,[1.85192746 1.0380496  3.93406008]
Arrb2,0.15,3.131746416,[3.13174642        NA        NA]
Arrdc1,0.429223744,2.285504372,[2.28550437 1.24130922 4.52132717]
Arrdc4,0.476635514,1.665171596,[1.6651716       NA       NA]
Arsb,1.259090909,1.957214877,[1.95721488 1.46504227 2.61059741]
Arsj,0.803652968,1.413499565,[1.41349956 0.96283962 1.9977902 ]
Arvcf,0.344086022,4.206817247,[4.20681725        NA        NA]
Arxes1,0.308724832,5.50140726,NA
As3mt,1.903225806,2.509954462,[2.50995446 1.92875809 3.21045724]
Asah1,7.802690583,7.408215655,[ 7.40821565  5.22189427 10.09827076]
Asap1,4.787735849,10.13728809,[10.13728809  7.41379961 13.64019705]
Asap2,0.171428571,1.423620325,[1.33820311 0.70374008 2.63254748]
Asap3,0.577464789,1.738382623,[1.73838262 1.18584546 2.55173175]
Asb1,0.45320197,1.413753217,[1.37134062 0.88119947 2.12950616]
Asb13,0.618181818,3.009489141,[3.00948914        NA        NA]
Asb2,0.078341014,5.305973064,[5.30597306        NA        NA]
Asb3,0.404545455,1.10650639,[1.0733112  0.68120541 1.68333223]
Asb4,0.044642857,1.573807918,[1.57380792 0.49043445 5.88659108]
Asb5,0.686098655,14.6212399,[14.6212399   9.33974891 23.91781711]
Asb6,1.431818182,1.715351805,[1.7153518  1.28299028 2.27192385]
Asb8,1.324200913,1.459688579,[1.41589792 1.07017367 1.91231254]
Ascc3,0.838235294,1.372757435,[1.37275743 0.86134991 2.80448237]
Asf1a,1.764705882,3.568613164,[3.56861316 2.14825341 5.73497952]
Asf1b,1.405529954,15.52086359,[15.52086359 10.60206505 22.94615801]
Asgr1,0.075892857,1.338744284,[1.33874428        NA        NA]
Ash1l,1.415841584,2.21286976,[2.08009757 1.56960755 2.80704654]
Ash2l,3.6,14.46196926,[14.46196926  8.84406972 23.45296167]
Asl,1.561085973,2.444588817,[2.44458882 1.86833954 3.21213176]
Asns,10.36607143,10.87435523,[ 9.89566326  8.00850885 13.50479052]
Asnsd1,1.621052632,2.845793403,[2.8457934  1.65125534 5.98540063]
Aspa,0.183856502,3.10968864,[2.736526   1.50317828 5.50870602]
Asph,3.871559633,4.44496949,[3.5115259  2.89393841 4.37763173]
