gene,mean_exprs,bs,bs_conf_ul,bs_conf_ll
Cad,1.244239631,2.074774329,2.7103315,1.53022143
Cald1,29.99107143,16.44643476,19.1726732,13.77483227
Calm1,17.46428571,6.130621994,7.22771313,5.22328434
Calm3,7.799086758,5.172635033,6.23177701,4.31916609
Calr,24.66964286,12.71966919,14.59328429,10.76424439
Calu,17.61434978,9.456926998,11.12877534,7.94045157
Camk2d,2.247572816,2.112871081,2.65966051,1.61262587
Camk2g,3.497536946,6.808995879,9.49389153,4.81620144
Caml,1.75,1.377467499,1.82425904,1.05569442
Cand1,4.340425532,57.03332698,121.07407955,28.4751651
Cant1,1.905405405,5.190943723,8.48754629,3.1384966
Canx,16.99553571,6.472510647,7.61530761,5.49882361
Cap1,10.22374429,5.658810165,6.7791174,4.77222586
Capg,11.3963964,12.74239429,16.41489285,9.60541037
Capn1,1.194570136,1.436669979,1.95080427,1.05528602
Capn2,10.15789474,14.73074135,19.06091163,11.18408254
Capns1,7.745535714,3.368811922,3.97521034,2.7254234
Caprin1,8.882926829,9.008017908,10.90552313,7.5091246
Capza2,2.701357466,1.478572552,1.90078672,1.14391352
Car13,1.267281106,2.0524992969999998,2.74359838,1.51606022
Carkd,2.554545455,8.701273156,14.74219156,5.36689762
Carm1,2.165413534,5.633199152,10.21380728,4.40013352
Cars,3.185365854,7.664701053,10.59095496,5.37082165
Casc3,1.772093023,8.086575301,14.53083463,4.67713568
Casp6,1.618181818,3.660010006,6.48274031,1.99306948
Casp8,1.447488584,1.590806485,2.49071605,1.11910449
Cast,2.487922705,2.916375741,3.68294666,2.30952165
Cat,2.5,2.767262603,3.49650236,2.02980487
Cav1,15.66964286,8.787391166,10.33705445,6.97435106
Cbfb,3.115942029,3.811792846,4.6861631,2.97749359
Cbr1,1.535545024,2.116476133,2.79513876,1.60374522
Cbr3,2.05,2.965815526,3.7872156,2.30064121
Cbx1,2.034090909,41.89649862,81.54098336,23.28568429
Cbx5,3.28436019,5.373519103,6.71907917,4.33223295
Cby1,1.581818182,3.36046165,5.30971398,1.97915907
Cc2d1a,1.797169811,3.312422891,4.39845754,2.60062379
Ccar1,3.559808612,10.20317151,15.51629579,6.68769014
Ccdc102a,1.5,9.429220164,15.31895021,5.91791318
Ccdc104,5.37704918,22.67438682,32.94454971,15.70106891
Ccdc107,2.327272727,5.669563539,8.03215393,3.81683456
Ccdc109b,2.387387387,5.223900459,7.42114122,3.68107341
Ccdc127,4.054794521,6.359929866,9.1933649,4.23527637
Ccdc137,1.098265896,3.666985023,5.99723662,2.30848019
Ccdc23,2.324074074,3.646910044,5.74320033,2.2339602
Ccdc25,2.35483871,6.891014315,10.72736027,4.36877297
Ccdc34,3.476744186,10.89631576,15.18168915,7.81854939
Ccdc43,1.268867925,4.091803584,6.36455537,2.64701901
Ccdc47,2.753488372,4.044912529,5.71808641,3.05195665
Ccdc50,1.914798206,1.46331467,1.90251428,1.09625314
Ccdc53,2.423255814,4.49242626,6.77398638,2.84354506
Ccdc55,2.821100917,4.743832957,6.81549341,3.18727806
Ccdc59,2.748837209,2.823569715,5.43636668,3.1092574
Ccdc71,1.316513761,3.137278623,5.07440185,2.09027426
Ccdc80,18.17857143,13.48568903,15.59378646,10.80234624
Ccdc85b,3.192307692,42.85690327,71.73303525,26.00668989
Ccdc86,2.511415525,5.229188497,7.78235369,3.47981896
Ccdc88a,4.928205128,7.623639661,12.94290332,7.17561167
Ccdc93,1.036199095,1.606259225,3.28955978,0.87879968
Ccdc97,1.435779817,5.79410505,9.86652991,3.47850183
Cck,28.01793722,58.52827092,69.95612942,49.47624912
Ccl2,53.23214286,75.45119582,90.57440973,61.24594679
Ccl7,98.75892857,68.3029245,88.00653589,58.83788218
Ccl8,16.11659193,45.54115872,56.89548621,37.81576464
Ccm2,1.990990991,1.199418587,1.55206689,0.89428465
Ccna2,1.606481481,18.52914946,26.58825434,12.91683245
Ccnb2,1.162895928,12.2825304,17.85015672,8.58324399
Ccnd1,6.099547511,8.890062914,10.81799401,7.39213273
Ccnd2,16.47706422,12.95789009,15.21841254,10.96180698
Ccnd3,3.321266968,2.416779071,2.74276251,1.76913906
Ccne1,7.188073394,15.09320043,18.82018807,11.00261118
Ccne2,1.630331754,23.87281486,34.38510669,16.27897375
Ccng1,16.44196429,7.648346925,8.82654311,6.40359535
Ccni,1.073863636,1.434595651,1.8098435,0.89845859
Ccnl2,2.353535354,5.284718531,8.51258477,3.18450051
Ccny,2.702325581,5.6769478,9.09458486,3.45369211
Ccrn4l,1.085972851,2.922825498,5.16253863,1.60921767
Ccs,4.082568807,7.482529198,10.12966347,5.31717558
Cct2,13.98557692,23.75532983,30.29120939,18.54436936
Cct4,9.653153153,5.762385253,6.87997216,4.59352719
Cct5,18.18779343,10.71632846,12.69033876,9.10248251
Cct6a,7.321428571,7.058963101,10.07470694,5.07472229
Cct8,20.42708333,47.04022318,58.52955399,37.86294194
Ccz1,1.406862745,1.078625432,1.45107198,0.76668457
Cd109,1.199095023,2.331587075,3.04661235,1.72476853
Cd14,1.03652968,1.383792447,2.0046521,0.95736843
Cd164,7.391891892,2.189626736,2.69787536,1.77137866
Cd248,10.24117647,24.99104052,32.21031892,19.15724264
Cd24a,1.216374269,14.01292016,22.2156363,9.02594352
Cd276,1.328767123,1.397920695,2.94408618,0.82038006
Cd2bp2,1.460829493,5.141094878,9.97448182,2.74537331
Cd320,1.457943925,9.424768708,17.20757884,5.61023381
Cd3eap,2.200956938,4.891192915,7.15881105,3.54841369
Cd44,14.74107143,11.98898024,14.1387556,10.2426233
Cd47,3.077294686,5.835358691,8.3976066,3.89042227
Cd55,2.367924528,7.335838591,9.58811604,5.70665544
Cd59a,2.784037559,8.81875705,11.52182928,6.90023064
Cd81,30.09821429,9.248738295,10.81784911,7.94153518
Cd9,24.61711712,15.00522162,17.57059372,12.88682895
Cd97,1.620192308,2.02276445,2.63887413,1.5266329
Cdc123,7.174107143,6.541736014,7.91686067,5.44395596
Cdc20,1.045248869,8.411343467,12.26333488,5.84476497
Cdc23,1.93627451,6.186276817,9.95925251,3.89798802
Cdc25a,1.185,3.821920371,5.88185693,2.50973657
Cdc27,1.76,1.98895956,2.22564519,1.27378311
Cdc34,1.617801047,1.873167322,2.44472835,1.38234559
Cdc37,7.604651163,10.14103258,13.32393386,7.51267544
Cdc42,11.10714286,4.498939561,4.89739716,3.46411985
Cdc42bpa,2.451162791,2.825234208,3.51722179,2.20043241
Cdc42bpb,1.53960396,4.547187251,8.83481032,2.34837229
Cdc42ep1,1.071038251,2.560760319,6.30764063,1.01480202
Cdc42ep2,1.005617978,5.427443937,8.60185847,3.3983851
Cdc42ep3,3.742990654,16.18246786,22.08914887,12.74046552
Cdc42ep5,1.338095238,2.094714366,3.75285058,1.47823048
Cdc42se1,3.348837209,17.28757383,23.86420002,12.5190589
Cdc42se2,2.122807018,4.876484686,6.53339723,3.68001003
Cdca4,1.771300448,2.302458542,2.98273465,1.68051507
Cdca8,1.812785388,8.630621023,11.68670176,6.53619466
Cdh11,2.185393258,5.590467,8.44411228,3.5620289
Cdh2,1.590697674,1.953247528,2.55085589,1.48219089
Cdipt,3.504464286,2.098174917,2.49587607,1.59607429
Cdk1,4.785388128,17.03281382,22.0956587,13.40098701
Cdk10,1.182320442,7.865109908,12.12872297,5.13477198
Cdk11b,2.602870813,7.420958353,10.58192355,5.10671123
Cdk4,17.21719457,12.54437339,16.28911521,9.42027113
Cdk5,3.608910891,8.395646826,11.51024497,5.99194535
Cdk5rap3,2.420289855,3.848759335,4.93918617,3.04113203
Cdk7,4.577272727,4.94503199,6.06747908,4.0616072
Cdkn1a,27.72321429,19.99900104,26.26141439,14.5921852
Cdkn2a,2.59047619,10.38790882,14.52768658,8.26497211
Cdkn2b,10.44545455,13.07593221,17.42401104,10.35728825
Cdr2,1.049773756,1.761328911,2.38509571,1.27486213
Cdr2l,1.109004739,1.098657522,1.45415077,0.74139743
Cds2,1.110091743,1.660366028,2.25909689,1.21801622
Cdt1,1.117117117,3.731883937,5.06146278,2.76893425
Cebpd,4.446601942,12.42903377,15.75416583,9.95839087
Cebpg,1.204878049,1.383293035,2.95573399,0.99377311
Cebpz,2.602739726,4.799301623,6.97895985,3.19810842
Celf2,1.100529101,3.572699658,9.34151224,1.55138201
Celf4,3.397515528,7.2951482,10.15818458,5.31252903
Cenpa,1.04109589,7.222737214,10.35513613,5.14884561
Cenpb,2.190243902,4.018554062,5.20711333,3.13653369
Cenpe,1.097674419,15.03132062,23.31690458,10.33503766
Cenpf,1.069124424,10.46187421,16.12774521,7.25510641
Cenpt,1.056074766,1.953343803,2.62498047,1.41372224
Cenpw,2.263888889,6.974129138,9.66506791,4.86051073
Cep250,1.061611374,3.062815225,4.18473645,2.23534365
Cept1,1.032085561,2.758873804,4.82123064,1.71880045
Cfdp1,5.537383178,9.483142455,13.20586913,6.64366086
Cflar,1.226415094,1.817115444,2.42093315,1.34258813
Cgref1,1.37037037,3.819809646,5.10822997,2.88835579
Chac1,1.162037037,9.390254509,13.99778257,6.33008589
Chaf1a,1.009478673,4.045143514,6.4476474,2.44865239
Chchd1,6.328703704,5.303539991,8.59567724,4.09728192
Chchd2,2.050925926,1.032280729,1.37206823,0.76002097
Chchd3,2.133640553,2.548285685,3.24601387,2.00206119
Chchd4,1.601895735,2.659720116,4.53588726,1.46173444
Chchd5,1.506944444,5.355653088,9.23686816,3.04316419
Chchd7,1.055555556,5.122703081,8.85705205,2.88866084
Chd1,1.280193237,2.494193378,3.31738593,1.86741304
Chd3,3.739495798,37.62792763,55.56571367,25.74809949
Chd4,5.225,8.086987141,11.14970615,5.78177345
Chd8,1.168421053,2.086723336,2.62571872,1.42495392
Chd9,1.205555556,1.665180877,2.29414561,1.18504844
Cherp,1.086092715,7.652058518,5.08754435,2.7562056
Chfr,1.129032258,1.150913222,1.5857566,0.8224277
Chic2,1.129186603,1.939326433,2.62853441,1.36898258
Chid1,2.76142132,4.371853649,6.24750211,3.19632632
Chmp1a,1.619512195,2.241774581,2.92262716,1.70967525
Chmp1b,1.427230047,1.96521091,2.44207605,1.36968558
Chmp2b,2.733031674,3.464498846,4.28138909,2.72613261
Chmp4b,4.902439024,7.249537987,10.13178047,5.03476871
Chmp5,2.90821256,2.0714431,4.55650728,1.3736627
Chmp6,1.69124424,3.128979899,6.42939309,1.53812931
Chmp7,2.03,7.211239968,11.31739293,4.69240294
Chordc1,2.03,5.725450966,9.51441166,3.48129209
Chpf,14.54017857,10.16369821,12.03222021,8.63874479
Chrac1,2.085858586,4.320724605,6.74293061,2.59113049
Chst11,1.031088083,1.520841493,2.08508512,1.06375341
Chst12,3.063063063,6.294951777,8.73217049,4.31748513
Chst14,4.040723982,8.294837311,12.04311434,5.52856309
Chst2,2.069444444,2.472879582,3.14458912,1.95209802
Chsy1,2.657534247,1.687389092,2.11234655,1.28413061
Chtf8,3.660194175,6.446886972,10.17400503,3.97533237
Chuk,1.041860465,1.182746488,1.55543623,0.79888143
Ciao1,2,13.58453303,21.94998497,8.57317592
Ciapin1,4.414201183,13.72988544,18.51479648,10.04735403
Cib1,11.46305419,23.0862679,29.08274049,18.31863069
Cinp,2.646226415,5.61566282,8.1013514700000009,3.81323964
Cirh1a,2.248868778,1.896097001,2.42617168,1.47785926
Cisd2,2.765151515,15.22165841,23.12433818,10.20189989
Cited2,7.276595745,7.974327886,9.82905414,6.52638113
Ckap2,2.292792793,7.991027635,9.74652857,5.80420623
Ckap2l,1.246575342,17.30214417,25.34460466,11.94937653
Ckap4,6.415178571,6.359652709,8.97322942,4.26035791
Cklf,2.00896861,4.166282256,6.51255936,2.58480145
Cks2,3.412037037,8.052326678,10.15150596,6.47065868
Clca1,9.211111111,75.84290982,106.97065925,55.7331164
Clcc1,1.336633663,3.713759111,5.76666467,2.23874919
Clcn4-2,2.847619048,10.57923815,18.49998702,8.44401069
Clcn7,1.070754717,1.839068443,2.44890756,1.3200784
Cldn12,1.621495327,3.087934075,4.88990209,1.81946526
Clic1,10.3853211,8.918801442,10.63159183,7.51305652
Clic4,6.953271028,8.987168821,12.02862369,6.5641135
Clint1,2.223809524,1.953338319,2.55852987,1.52600316
Clip2,1.781818182,7.354867903,11.70323527,4.63566407
Clip3,1.37254902,1.962412348,3.55197232,1.19864133
Clk1,1.319248826,1.837438878,2.33736907,1.31973083
Clk3,1.751196172,2.943106896,3.83958398,2.16681369
Cln5,3.741071429,1.979133157,2.45756779,1.56562386
Clns1a,2.657657658,2.22318285,2.818773,1.7545017
Clpp,3.955357143,3.985437574,4.90425693,3.2550929
Clptm1,3.408071749,2.785699008,3.44124408,2.24849518
Clptm1l,6.810810811,3.280298254,3.90750297,2.64890904
Clpx,1.111627907,1.131033787,3.0716088,0.68044084
Clstn1,1.367021277,4.300340244,6.67045557,2.60367494
Clta,9.545045045,6.233001188,8.65356394,4.67436861
Cltb,2.713541667,3.245893384,4.80173184,2.37962156
Cltc,4.584821429,3.121316883,3.85795003,2.58885584
Clybl,1.149038462,2.570976056,7.37295733,2.00835434
Cmas,1.789954338,2.504372058,4.79599908,1.13429211
Cmc1,1.895238095,5.11447562,7.67456498,3.33099181
Cmpk1,4.493273543,1.979743026,2.44596515,1.59835061
Cmtm3,2.8125,1.812509474,2.28672598,1.42154052
Cmtm6,1.547368421,6.539163027,12.83358956,3.55415959
Cmtm7,6.418181818,6.581549622,9.84164332,5.17236315
Cnbp,19.06726457,15.01589436,17.5749767,12.74438209
Cndp2,2.353535354,7.574036485,10.6381033,5.36109841
Cnih4,16.93814433,44.34805102,59.34873052,33.30265754
Cnn1,17.56950673,46.46554996,61.73336228,40.38906856
Cnn2,31.67410714,19.30313784,24.80519047,15.00399228
Cnot2,1.101910828,3.704128091,6.53777202,2.15682935
Cnot4,1.866336634,3.533071291,5.2554502,2.54078491
Cnpy2,4.244343891,2.989317716,5.39800692,2.20259828
Cnpy3,1.145454545,1.313667423,1.78438878,0.95716208
Cnpy4,3.677419355,2.820423737,3.47107297,2.24954433
Cog4,3.552238806,5.825426905,9.17506927,3.78448675
Cog6,1.558139535,3.876218452,8.53190716,1.81746543
Cog8,1.235849057,2.338770778,4.13089361,1.32581282
Col12a1,13.2735426,10.47257206,12.60167061,9.08782347
Col16a1,1.582938389,3.778473357,6.46104659,2.14002512
Col1a1,114.2455357,69.34777842,77.43163696,52.99428776
Col1a2,38.58558559,24.47007361,27.29950554,20.22962118
Col3a1,14.24456522,31.46899608,46.471521,29.44324842
Col4a1,15.01345291,15.6697482,18.65682686,13.33036008
Col4a2,7.77027027,8.618266429,10.36634508,7.21583025
Col5a1,29.33333333,27.7363053,32.64386345,22.47312589
Col5a2,52.57142857,27.09162495,31.49132628,23.6278045
Col5a3,3.62745098,6.091242896,8.86527555,4.61042278
Col6a1,8.071748879,7.821229343,9.3823529,6.56974225
Col6a2,8.986175115,9.117889188,10.92043336,7.19631195
Col6a3,5.586046512,19.13045003,24.67573629,14.81197243
Col8a1,8.266968326,12.03754748,14.55502232,10.06466294
Colec12,3.803652968,3.617241951,5.40835478,2.68508759
Commd1,5.675159236,29.452607,41.95145252,21.0548874
Commd10,1.289099526,1.883681858,2.38645531,1.33206105
Commd2,2.227678571,3.949251624,6.25842283,2.39338559
Commd3,6.883408072,3.127038431,3.80179016,2.41699691
Commd4,6.156950673,3.555852044,4.33677958,2.94295339
Commd6,5.07239819,4.180113644,6.09458116,2.98793131
Commd7,2.239819005,2.077229623,2.82503875,1.73915545
Commd8,1.918918919,2.078704425,2.66689569,1.62038574
Commd9,1.577669903,1.085274822,1.46501053,0.78371044
Comt,5.788288288,4.511858137,5.48661474,3.7287363
Copb1,4.327102804,5.709739239,9.41834005,3.33874659
Copb2,5.755868545,6.32996171,9.1574349,4.15912869
Cope,4.226244344,3.73021516,6.02557616,2.07924388
Cops2,3.275700935,5.337032734,8.58351712,3.17887809
Cops3,1.909502262,2.73034662,4.33807453,1.74648474
Cops4,3.659090909,2.592733399,3.23861894,2.00640779
Cops5,8.727678571,8.59590301,11.69612783,6.09877025
Cops6,3.518018018,2.962543232,5.67217965,1.26671294
Cops7a,4.801843318,4.282787195,5.25353623,3.51083653
Cops8,2.790909091,16.71233018,29.23890416,9.93625445
Copz2,1.290909091,4.705649491,7.42453745,2.99597854
Coq10b,1.963302752,7.365835321,12.77038715,4.42715093
Coq2,1.839449541,2.089463665,3.82653426,1.41707247
Coq3,1.869955157,4.652589249,7.43933939,2.83202958
Coq7,2.135135135,7.739002,12.439421,4.99868505
Coro1b,2.47715736,2.787795925,3.58206251,2.08490244
Coro1c,6.591549296,8.494965762,11.47077666,6.06046936
Cotl1,4.447236181,11.319569,15.45850166,8.36463105
Cox16,2.988764045,17.0567162,26.66724713,11.03955809
Cox18,1.697247706,5.699835853,11.44860153,3.01044866
Cox5a,8.075892857,3.23044524,3.87707708,2.69056209
Cox6a1,45.72321429,11.29883268,13.13810933,9.57816835
Cox6c,10.69196429,3.745044448,4.46808729,3.13924014
Cox7a2,10.87837838,6.73604458,8.06108655,5.71483489
Cox7a2l,3.816964286,1.54111155,3.32518552,1.10762422
Cox7c,11.19196429,5.025474942,8.44335583,3.46295127
Cox8a,25.67410714,6.730486768,7.87175271,5.76395129
Cpd,1.765625,3.670354369,4.59478138,2.63736704
Cpe,5.245454545,6.284284695,8.64426894,4.3318932
Cpne1,1.436936937,2.130828384,2.96984993,1.7379544200000001
Cpne3,1.767772512,2.368927942,3.07737616,1.8331292
Cpne8,1.357798165,1.576822945,2.10520272,1.17588221
Cpped1,2.059090909,2.975621343,4.74982815,1.80783589
Cpsf2,2.181395349,2.673375998,3.41976096,2.09349439
Cpsf3,1.247706422,4.160255974,7.28931589,2.38083336
Cpsf3l,2.085972851,1.988104513,2.43890614,1.482026
Cpsf6,2.641025641,5.914762489,8.41810864,3.85260874
Cpt1c,4.481283422,11.86403256,19.94680461,7.62850063
Crabp2,2.695852535,17.29768664,24.12421939,12.99034201
Crat,1.677272727,1.027019022,1.55429704,0.87156691
Creb3,6.212669683,13.62174784,18.40625645,9.96342611
Creb3l1,1.614634146,3.62111098,4.65372796,2.69753235
Crebbp,1.016853933,4.713875176,7.72480539,2.76764858
Crim1,2.363636364,6.145660564,9.30968956,4.01302881
Crip1,12.79126214,36.48696474,45.42521206,29.45856505
Cript,3.461883408,3.765941719,6.01737872,2.17728965
Crk,2.769953052,3.339348942,6.4417821,1.6197519
Crlf1,12.1797235,8.856036378,10.50918839,7.46168237
Crtap,6.429245283,10.04062544,14.31899155,7.09279919
Cryab,8.736607143,9.199237168,11.00435622,7.72971158
Cryzl1,3.154545455,2.394546501,2.91314437,1.85161141
Csde1,7.946188341,3.035202365,5.64654609,1.86852319
Csgalnact1,5.3632287,5.752251187,7.94620606,4.1555846
Csk,2.059360731,2.243434139,2.85684705,1.74871053
Csnk1d,4.366336634,4.086880987,5.07240162,3.31238334
Csnk1e,1.448979592,2.444796965,4.20154786,1.50675071
Csnk1g2,1.784037559,2.7142037,4.38661208,1.71450635
Csnk1g3,1.204301075,2.012464786,2.72621948,1.46257661
Csnk2a2,4.353488372,8.871980828,4.09568187,2.44347673
Csrp1,20.72321429,26.00925753,32.75558599,20.1028499
Csrp2,1.714285714,25.02862047,42.1292558,15.46043484
Cst3,31.5625,11.40337126,13.29982695,9.83648256
Cstb,18.97321429,6.635958987,7.83661851,5.38154879
Ctbp2,1.496855346,4.368650337,6.90815214,2.60368583
Ctdsp2,3.571428571,3.617933812,7.39617723,1.48615756
Ctgf,16.16666667,35.51446309,42.99209938,29.54502617
Ctnnb1,5.728506787,3.023254185,3.65958537,2.46105419
Ctnnbip1,1.559633028,1.420324426,1.87457202,1.06760764
Ctnnbl1,1.264864865,7.05533168,12.50884037,4.15626243
Ctnnd1,2.833333333,14.13293986,23.88751973,8.60241833
Ctps,6.264573991,8.561977488,11.10582381,5.99191987
Ctsa,14.98156682,9.067872622,10.74211458,7.69740208
Ctsb,36.51339286,17.36964034,20.2669541,15.06307416
Ctsd,31.66964286,18.09828569,20.81159104,15.39080963
Ctsf,1.907407407,3.346678275,4.3547419,2.62713374
Ctsh,6.408071749,5.647150581,8.17618142,3.75916565
Ctsk,3.004545455,3.082030429,4.85587318,2.1950461
Ctsl,39.35159817,27.56745373,32.41510608,23.80406879
Ctsz,14.51801802,18.00138268,21.48943117,15.12334497
Cttn,6.302752294,5.003715568,7.16385118,3.68885928
Cttnbp2nl,1.714285714,11.24991974,17.09286715,7.47228046
Ctxn1,2.088372093,3.268685737,4.19223433,2.34980937
Cuedc1,1.030487805,4.820927276,8.03107919,2.84447993
Cuedc2,4.255813953,6.559050913,8.11055827,5.12702057
Cul1,2.690721649,6.924379208,11.27495692,4.20754099
Cul3,2.432989691,27.26699149,51.57660194,15.39383475
Cul4a,1.56937799,3.029447519,6.64077346,1.32541284
Cul5,1.266968326,1.047572872,1.43182409,0.75241982
Cul7,1.28436019,3.008523614,4.03977686,2.26612299
Cuta,2.919282511,1.539460729,1.96500132,1.20874027
Cux1,1.352040816,1.886880518,3.2770017,1.30592309
Cwc15,3.602678571,3.355149719,5.68031555,2.33511739
Cx3cr1,1.253393665,35.84539078,56.2353023,23.03168764
Cxcl12,2.400900901,7.406924722,9.66406401,5.7898714
Cxcl14,1.834862385,27.2687067,43.28554519,18.06429851
Cxcl5,21.5045045,23.8997769,27.97656159,17.76081073
Cxxc5,1.301980198,1.654375065,2.19855593,1.23080811
Cyb5b,2.6367713,2.339301684,2.94917398,1.85301637
Cyb5r1,3.032258065,4.656613579,5.85695553,3.73640286
Cyba,10.78378378,15.85985517,20.06813802,12.28594653
Cyfip1,4.895454545,5.15126495,7.77148934,3.25499094
Cyp1b1,8.368181818,17.10164425,22.19290365,13.34576925
Cyp51,4.558558559,6.802415363,9.66421262,5.25629678
Cyr61,63.86936937,81.94503423,99.51254298,65.5378438
Cyth2,3.490384615,4.373113747,5.44119657,3.49578335
Cyth3,1.220095694,1.273099915,1.5831594,0.82382604
D10Jhu81e,1.634259259,5.99831915,11.57066448,3.26601033
D15Ertd621e,1.506912442,2.441455541,4.04940078,1.65863091
D17Wsu104e,7.98630137,5.558900105,6.67492518,4.65620888
D17Wsu92e,1.925581395,2.767587075,3.5007836,2.10686866
D19Bwg1357e,4.906976744,9.409918743,12.82864351,6.74426328
D5Ertd579e,1.619047619,2.342381926,2.59640369,1.49139163
Dab2,1.063106796,4.525392146,12.08545652,2.10863395
Dad1,20.16071429,6.798131765,7.99805999,5.5476617
Dag1,1.834437086,9.813406621,14.62672258,6.56951577
Dap,5.129464286,2.691616111,3.20625823,2.13929383
Dap3,5.875647668,14.34125305,18.90565084,10.78653161
Dars,2.993865031,7.351064066,10.5187547,4.85280002
Dazap2,1.585585586,1.208457856,1.51781355,0.88213952
Dbn1,5.388888889,5.729495609,7.88416072,4.27243785
Dbndd2,1.351598174,1.503634809,1.99686612,1.12643783
Dbnl,2.739726027,2.532529777,4.69488601,1.75080059
Dcaf10,1.04,3.155015937,7.67372471,1.44598326
Dcaf13,3.053811659,2.494438003,3.14675843,1.97880101
Dcaf7,1.979274611,1.837043431,4.47469299,1.01996019
Dcaf8,1.906103286,4.953637483,8.86089579,2.76746662
